PN10RB.m500.gff	451969
PN10RA.m500.gff	453629
PN10RC.m500.gff	424184
PN10RD.m500.gff	463285
PN10RE.m500.gff	446255
PN10RF.m500.gff	492980
PN10RH.m500.gff	491917
PN10RG.m500.gff	447458
PN10RJ.m500.gff	461157
PN10RI.m500.gff	472128
PN10RL.m500.gff	484331
PN10RK.m500.gff	450173
PN10RM.m500.gff	486729
PN10RN.m500.gff	458833
PN10RO.m500.gff	514226
PN10RP.m500.gff	402526
PN10RQ.m500.gff	416736
PN10RR.m500.gff	414741
PN10RS.m500.gff	461197
PN10RT.m500.gff	431941
PN11RB.m500.gff	405962
PN11RA.m500.gff	566131
PN11RC.m500.gff	462317
PN11RD.m500.gff	472380
PN11RE.m500.gff	548736
PN11RF.m500.gff	526386
PN11RG.m500.gff	517464
PN11RI.m500.gff	527712
PN11RH.m500.gff	492882
PN11RJ.m500.gff	572780
PN11RK.m500.gff	517526
PN11RL.m500.gff	493217
PN11RN.m500.gff	528519
PN11RM.m500.gff	556311
PN11RO.m500.gff	490123
PN12RB.m500.gff	355482
PN12RA.m500.gff	405932
PN12RC.m500.gff	367156
PN12RD.m500.gff	432395
PN12RE.m500.gff	358038
PN12RF.m500.gff	354891
PN12RG.m500.gff	392923
PN12RH.m500.gff	398154
PN12RI.m500.gff	422351
PN12RJ.m500.gff	447279
PN13RA.m500.gff	509547
PN13RC.m500.gff	469998
PN13RB.m500.gff	479891
PN13RE.m500.gff	456141
PN13RD.m500.gff	484938
PN13RG.m500.gff	467287
PN13RF.m500.gff	446005
PN13RH.m500.gff	446203
PN13RI.m500.gff	522812
PN13RJ.m500.gff	491274
PN13RM.m500.gff	437466
PN13RL.m500.gff	496529
PN13RK.m500.gff	519614
PN13RN.m500.gff	528701
PN13RO.m500.gff	499967
PN13RP.m500.gff	542288
PN13RR.m500.gff	527842
PN13RQ.m500.gff	549815
PN13RT.m500.gff	402641
PN13RS.m500.gff	571322
PN14RA.m500.gff	388837
PN14RB.m500.gff	464310
PN14RC.m500.gff	473885
PN13RU.m500.gff	501983
PN14RE.m500.gff	377031
PN14RD.m500.gff	464775
PN14RF.m500.gff	461215
PN14RG.m500.gff	514297
PN14RH.m500.gff	542145
PN14RJ.m500.gff	481284
PN14RI.m500.gff	608337
PN14RK.m500.gff	481225
PN14RM.m500.gff	381555
PN14RL.m500.gff	477642
PN14RN.m500.gff	483942
PN14RO.m500.gff	427073
PN14RP.m500.gff	425526
PN14RQ.m500.gff	489217
PN14RR.m500.gff	430644
PN14RS.m500.gff	386499
PN15RA.m500.gff	318355
PN14RT.m500.gff	396801
PN15RD.m500.gff	260813
PN15RB.m500.gff	477683
PN15RC.m500.gff	398468
PN15RE.m500.gff	423688
PN15RF.m500.gff	367046
PN15RG.m500.gff	330027
PN15RH.m500.gff	363588
PN15RI.m500.gff	373194
PN15RJ.m500.gff	403870
PN15RK.m500.gff	457954
PN15RL.m500.gff	455946
PN15RM.m500.gff	400120
PN15RN.m500.gff	395487
PN15RO.m500.gff	405006
PN15RP.m500.gff	442425
PN16RB.m500.gff	470896
PN16RD.m500.gff	380821
PN16RA.m500.gff	594282
PN16RC.m500.gff	550236
PN16RE.m500.gff	477842
PN16RG.m500.gff	474513
PN16RF.m500.gff	515819
PN16RI.m500.gff	434598
PN16RH.m500.gff	566026
PN16RJ.m500.gff	509752
PN16RM.m500.gff	406061
PN16RL.m500.gff	441351
PN16RK.m500.gff	521429
PN16RN.m500.gff	487537
PN16RO.m500.gff	510298
PN16RP.m500.gff	463478
PN16RQ.m500.gff	512918
PN16RS.m500.gff	470665
PN16RR.m500.gff	485945
PN16RU.m500.gff	511713
PN16RT.m500.gff	517713
PN16RV.m500.gff	453366
PN1CB.m500.gff	421218
PN1CA.m500.gff	440490
PN1CE.m500.gff	267013
PN1CC.m500.gff	264244
PN1CF.m500.gff	219529
PN1CG.m500.gff	277381
PN1CD.m500.gff	458686
PN1CI.m500.gff	283984
PN1DA.m500.gff	1800
PN1DB.m500.gff	1604
PN1DC.m500.gff	42822
PN1DD.m500.gff	3853
PN1DE.m500.gff	1554
PN1CK.m500.gff	241880
PN1DF.m500.gff	1762
PN1DG.m500.gff	5830
PN1DI.m500.gff	4059
PN1DH.m500.gff	13967
PN1DK.m500.gff	43734
PN1DJ.m500.gff	80510
PN1CH.m500.gff	398182
PN1GA.m500.gff	6969
PN1DL.m500.gff	89439
PN1CL.m500.gff	384142
PN1CJ.m500.gff	365301
PN1GC.m500.gff	77301
PN1GD.m500.gff	81199
PN1GF.m500.gff	83750
PN1GI.m500.gff	22554
PN1GB.m500.gff	123596
PN1GE.m500.gff	138588
PN1GH.m500.gff	86339
PN1GG.m500.gff	135470
PN1IA.m500.gff	42889
PN1GK.m500.gff	84027
PN1IB.m500.gff	47506
PN1GJ.m500.gff	128072
PN1GL.m500.gff	90555
PN1IE.m500.gff	8481
PN1IC.m500.gff	32348
PN1IG.m500.gff	3539
PN1IF.m500.gff	7408
PN1IJ.m500.gff	5496
PN1IH.m500.gff	14409
PN1IL.m500.gff	10201
PN1ID.m500.gff	57252
PN1IK.m500.gff	33793
PN1II.m500.gff	40529
PN1JD.m500.gff	1590
PN1JB.m500.gff	13846
PN1JA.m500.gff	26003
PN1JF.m500.gff	47896
PN1JC.m500.gff	68068
PN1JI.m500.gff	26385
PN1JG.m500.gff	63406
PN1JH.m500.gff	83999
PN1LA.m500.gff	7376
PN1LB.m500.gff	5242
PN1JK.m500.gff	49119
PN1JJ.m500.gff	73224
PN1JL.m500.gff	75378
PN1JE.m500.gff	155867
PN1LE.m500.gff	168244
PN1LG.m500.gff	214259
PN1LF.m500.gff	249994
PN1LD.m500.gff	423505
PN1LC.m500.gff	395417
PN1LJ.m500.gff	180805
PN1LI.m500.gff	327697
PN1LH.m500.gff	380334
PN1LL.m500.gff	130013
PN1LK.m500.gff	240251
PN1RE.m500.gff	448082
PN1RD.m500.gff	737951
PN1RC.m500.gff	718658
PN1RA.m500.gff	847429
PN1RB.m500.gff	767838
PN1RG.m500.gff	223288
PN1RF.m500.gff	424503
PN1RI.m500.gff	471836
PN1RJ.m500.gff	410911
PN1RH.m500.gff	660694
PN1RL.m500.gff	658140
PN2CA.m500.gff	316882
PN1RK.m500.gff	632989
PN2CB.m500.gff	469243
PN2CC.m500.gff	344027
PN2CD.m500.gff	382398
PN2CE.m500.gff	388446
PN2CF.m500.gff	458561
PN2DA.m500.gff	7291
PN2DB.m500.gff	34426
PN2DC.m500.gff	1430
PN2DD.m500.gff	3111
PN2DE.m500.gff	9418
PN2DF.m500.gff	2046
PN2DG.m500.gff	25656
PN2DH.m500.gff	1196
PN2DI.m500.gff	2235
PN2DJ.m500.gff	4914
PN2GA.m500.gff	29579
PN2CG.m500.gff	497559
PN2GB.m500.gff	80165
PN2GC.m500.gff	76965
PN2CH.m500.gff	493731
PN2GD.m500.gff	77287
PN2GE.m500.gff	78035
PN2GH.m500.gff	41220
PN2GF.m500.gff	83653
PN2GG.m500.gff	90990
PN2IA.m500.gff	31583
PN2GJ.m500.gff	53800
PN2IC.m500.gff	55615
PN2GI.m500.gff	87265
PN2ID.m500.gff	10497
PN2IE.m500.gff	11464
PN2CI.m500.gff	539410
PN2IG.m500.gff	6778
PN2IB.m500.gff	82864
PN2II.m500.gff	1860
PN2IJ.m500.gff	2928
PN2IH.m500.gff	1943
PN2JA.m500.gff	31342
PN2IF.m500.gff	72615
PN2CJ.m500.gff	471092
PN2JB.m500.gff	44608
PN2JE.m500.gff	26757
PN2JF.m500.gff	15083
PN2JC.m500.gff	52253
PN2JG.m500.gff	31723
PN2JJ.m500.gff	15171
PN2JH.m500.gff	29754
PN2JI.m500.gff	36319
PN2JD.m500.gff	116938
PN2LC.m500.gff	250436
PN2LE.m500.gff	230015
PN2LD.m500.gff	339038
PN2LA.m500.gff	383491
PN2LB.m500.gff	386429
PN2LF.m500.gff	340348
PN2LG.m500.gff	402475
PN2LJ.m500.gff	259368
PN2LH.m500.gff	340204
PN2LI.m500.gff	371511
PN2RD.m500.gff	303443
PN2RB.m500.gff	446568
PN2RA.m500.gff	611430
PN2RC.m500.gff	503701
PN2RE.m500.gff	496437
PN2RG.m500.gff	506943
PN2RF.m500.gff	623076
PN2RH.m500.gff	518495
PN2RI.m500.gff	517815
PN2RJ.m500.gff	467857
PN3CE.m500.gff	125509
PN3CA.m500.gff	479056
PN3CD.m500.gff	424980
PN3CB.m500.gff	514275
PN3DA.m500.gff	1363
PN3DB.m500.gff	1752
PN3DC.m500.gff	1503
PN3DD.m500.gff	152112
PN3DE.m500.gff	1725
PN3DF.m500.gff	86742
PN3CC.m500.gff	581616
PN3DH.m500.gff	1642
PN3DG.m500.gff	161604
PN3CF.m500.gff	506062
PN3GA.m500.gff	107808
PN3CG.m500.gff	454820
PN3GC.m500.gff	41274
PN3GB.m500.gff	128998
PN3GG.m500.gff	49900
PN3GF.m500.gff	109601
PN3IA.m500.gff	1594
PN3GE.m500.gff	111644
PN3GD.m500.gff	187664
PN3GH.m500.gff	50807
PN3ID.m500.gff	1696
PN3IC.m500.gff	4477
PN3IG.m500.gff	5554
PN3IB.m500.gff	82229
PN3IH.m500.gff	8155
PN3CH.m500.gff	464893
PN3IF.m500.gff	5791
PN3JB.m500.gff	1536
PN3IE.m500.gff	16824
PN3JA.m500.gff	51956
PN3JE.m500.gff	49196
PN3JC.m500.gff	53382
PN3JH.m500.gff	48202
PN3JD.m500.gff	131428
PN3JF.m500.gff	128252
PN3JG.m500.gff	146751
PN3LB.m500.gff	366542
PN3LD.m500.gff	459240
PN3LA.m500.gff	485803
PN3LE.m500.gff	465163
PN3LC.m500.gff	522208
PN3LF.m500.gff	353527
PN3LG.m500.gff	438360
PN3LH.m500.gff	508757
PN3RA.m500.gff	558562
PN3RB.m500.gff	452551
PN3RC.m500.gff	482315
PN3RD.m500.gff	570223
PN3RE.m500.gff	494339
PN3RG.m500.gff	556573
PN3RF.m500.gff	729304
PN4RA.m500.gff	392868
PN4RB.m500.gff	344455
PN4RC.m500.gff	378031
PN3RH.m500.gff	703940
PN4RE.m500.gff	431103
PN4RF.m500.gff	231396
PN4RD.m500.gff	419494
PN4RG.m500.gff	378102
PN5CC.m500.gff	364101
PN5CA.m500.gff	431984
PN5CB.m500.gff	467146
PN4RH.m500.gff	365773
PN5CH.m500.gff	45973
PN5DA.m500.gff	1628
PN5DB.m500.gff	4014
PN5DC.m500.gff	5306
PN5DD.m500.gff	55932
PN5DE.m500.gff	10117
PN5DF.m500.gff	1757
PN5DG.m500.gff	2908
PN5DH.m500.gff	32650
PN5CD.m500.gff	400933
PN5CE.m500.gff	416190
PN5CF.m500.gff	460506
PN5GB.m500.gff	73451
PN5CG.m500.gff	446637
PN5GC.m500.gff	82490
PN5GA.m500.gff	126535
PN5GE.m500.gff	96001
PN5GD.m500.gff	152099
PN5GF.m500.gff	122272
PN5IC.m500.gff	50503
PN5GH.m500.gff	117597
PN5ID.m500.gff	36011
PN5GG.m500.gff	159988
PN5IF.m500.gff	44765
PN5IG.m500.gff	48804
PN5IB.m500.gff	111510
PN5IA.m500.gff	144932
PN5JB.m500.gff	46248
PN5JC.m500.gff	50334
PN5IH.m500.gff	98618
PN5JA.m500.gff	66722
PN5IE.m500.gff	201093
PN5JE.m500.gff	37185
PN5JG.m500.gff	54321
PN5JF.m500.gff	56213
PN5JD.m500.gff	276359
PN5LA.m500.gff	362969
PN5JH.m500.gff	274348
PN5LB.m500.gff	475833
PN5LC.m500.gff	462894
PN5LE.m500.gff	368786
PN5LD.m500.gff	472268
PN5LF.m500.gff	524459
PN5LH.m500.gff	428088
PN5LG.m500.gff	507586
PN5RC.m500.gff	477877
PN5RB.m500.gff	544460
PN5RA.m500.gff	613372
PN5RD.m500.gff	546699
PN5RE.m500.gff	608902
PN5RG.m500.gff	571368
PN5RF.m500.gff	607946
PN5RH.m500.gff	614254
PN6RA.m500.gff	550175
PN6RE.m500.gff	474123
PN6RB.m500.gff	687530
PN6RD.m500.gff	540732
PN6RC.m500.gff	729772
PN6RF.m500.gff	519012
PN6RG.m500.gff	571439
PN6RH.m500.gff	540147
PN6RJ.m500.gff	462270
PN6RI.m500.gff	551893
PN6RK.m500.gff	407156
PN6RM.m500.gff	519460
PN6RO.m500.gff	525111
PN6RL.m500.gff	561378
PN6RN.m500.gff	528395
PN6RP.m500.gff	509810
PN6RQ.m500.gff	478305
PN7RA.m500.gff	367417
PN6RR.m500.gff	521372
PN6RS.m500.gff	512349
PN6RT.m500.gff	552154
PN7RB.m500.gff	433629
PN7RD.m500.gff	389486
PN7RE.m500.gff	473115
PN7RC.m500.gff	471874
PN7RF.m500.gff	521439
PN7RH.m500.gff	441537
PN7RG.m500.gff	481034
PN7RI.m500.gff	461052
PN7RJ.m500.gff	473970
PN7RK.m500.gff	495550
PN7RL.m500.gff	462251
PN7RM.m500.gff	426819
PN7RN.m500.gff	478086
PN7RO.m500.gff	455875
PN7RP.m500.gff	453688
PN7RR.m500.gff	451670
PN7RQ.m500.gff	505219
PN7RS.m500.gff	375010
PN7RT.m500.gff	467611
PN7RU.m500.gff	441622
PN7RV.m500.gff	375682
PN8RA.m500.gff	520851
PN8RB.m500.gff	537921
PN8RC.m500.gff	423343
PN8RD.m500.gff	529038
PN8RE.m500.gff	491277
PN8RF.m500.gff	479786
PN8RH.m500.gff	411191
PN8RG.m500.gff	483181
PN8RI.m500.gff	448405
PN8RJ.m500.gff	456596
PN8RK.m500.gff	409585
PN8RL.m500.gff	561076
PN8RM.m500.gff	580396
PN8RN.m500.gff	485528
PN8RP.m500.gff	504012
PN8RO.m500.gff	517015
PN8RQ.m500.gff	450768
PN8RR.m500.gff	494436
PN8RS.m500.gff	566019
PN9RA.m500.gff	424790
PN9RB.m500.gff	478429
PN9RC.m500.gff	438461
PN9RD.m500.gff	483989
PN9RE.m500.gff	479462
PN9RF.m500.gff	453452
PN9RG.m500.gff	421835
PN9RH.m500.gff	410496
PN9RI.m500.gff	454505
PN9RK.m500.gff	460565
PN9RJ.m500.gff	626112
PN9RL.m500.gff	437208
PN9RN.m500.gff	438219
PN9RM.m500.gff	502651
PN9RO.m500.gff	423965
PN9RP.m500.gff	421728
PN9RQ.m500.gff	433660
